citation,doi,url,summary_of_paper_topic,theme_name,theme_description
"Bergin A, Eyre H, Donelan B, Hayes D, Johansson R, Mannion M, O'Mara M, Ragnaidh B (2022) Examining COVID-19 related occupational stress in teachers in Ireland through a qualitative study using a thematic analysis approach. International Journal of Qualitative Studies on Health and Well-being 17(1): 2080953.",10.1080/17482631.2022.2080953,https://pmc.ncbi.nlm.nih.gov/articles/PMC9230802/,Teachers' COVID-19 related occupational stress in Ireland,Overburdened,"Encompasses sources including a lack of boundaries around working hours, excessive workload and paperwork, unrealistic expectations, lack of resources and funding, and large class sizes."
"Bergin A, Eyre H, Donelan B, Hayes D, Johansson R, Mannion M, O'Mara M, Ragnaidh B (2022) Examining COVID-19 related occupational stress in teachers in Ireland through a qualitative study using a thematic analysis approach. International Journal of Qualitative Studies on Health and Well-being 17(1): 2080953.",10.1080/17482631.2022.2080953,https://pmc.ncbi.nlm.nih.gov/articles/PMC9230802/,Teachers' COVID-19 related occupational stress in Ireland,Abandoned,"Characterized by participants' perception that there was a strong sense of feeling they were abandoned during the pandemic, particularly by the Department of Education."
"Bergin A, Eyre H, Donelan B, Hayes D, Johansson R, Mannion M, O'Mara M, Ragnaidh B (2022) Examining COVID-19 related occupational stress in teachers in Ireland through a qualitative study using a thematic analysis approach. International Journal of Qualitative Studies on Health and Well-being 17(1): 2080953.",10.1080/17482631.2022.2080953,https://pmc.ncbi.nlm.nih.gov/articles/PMC9230802/,Teachers' COVID-19 related occupational stress in Ireland,Consequences,"Captures the outcomes and impacts on teachers, including the negative impact the pandemic had on them emotionally and mentally, expressions of desire to leave the profession, and desire for more wellbeing initiatives."
"Hayes B, Prihodova L, Walsh G, Doyle F, Doherty S (2019) Doctor, how can we help you? Qualitative interview study to identify key interventions to target burnout in hospital doctors. BMJ Open 9(9): e028275.",10.1136/bmjopen-2018-028275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6731950/,Hospital doctors' burnout interventions in Ireland,"Well resourced, well rested and adequately replaced","Focuses on reviewing staffing levels and cover arrangements to facilitate statutory leave allocation and ensure full coverage during absences."
"Hayes B, Prihodova L, Walsh G, Doyle F, Doherty S (2019) Doctor, how can we help you? Qualitative interview study to identify key interventions to target burnout in hospital doctors. BMJ Open 9(9): e028275.",10.1136/bmjopen-2018-028275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6731950/,Hospital doctors' burnout interventions in Ireland,Everyday psychological support,"Addresses integration of psychological support into doctors' working environment through debriefing, regular check-ins, and onsite psychological services."
"Hayes B, Prihodova L, Walsh G, Doyle F, Doherty S (2019) Doctor, how can we help you? Qualitative interview study to identify key interventions to target burnout in hospital doctors. BMJ Open 9(9): e028275.",10.1136/bmjopen-2018-028275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6731950/,Hospital doctors' burnout interventions in Ireland,Education and the power of the recovered doctor,"Health promotion interventions which educate doctors at all career stages on the likelihood and risks of work stress and burnout, normalise their occurrence."
"Hayes B, Prihodova L, Walsh G, Doyle F, Doherty S (2019) Doctor, how can we help you? Qualitative interview study to identify key interventions to target burnout in hospital doctors. BMJ Open 9(9): e028275.",10.1136/bmjopen-2018-028275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6731950/,Hospital doctors' burnout interventions in Ireland,"Self-care, boundaries and model behaviour","Training intervention emphasizing personal health responsibility, work-life boundaries, and modeling healthy habits for colleagues."
"Hayes B, Prihodova L, Walsh G, Doyle F, Doherty S (2019) Doctor, how can we help you? Qualitative interview study to identify key interventions to target burnout in hospital doctors. BMJ Open 9(9): e028275.",10.1136/bmjopen-2018-028275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6731950/,Hospital doctors' burnout interventions in Ireland,Tuning in and reaching out,"Intervention designed to train doctors, particularly those in supervisory roles, on how to identify and support struggling colleagues."
"Hayes B, Prihodova L, Walsh G, Doyle F, Doherty S (2019) Doctor, how can we help you? Qualitative interview study to identify key interventions to target burnout in hospital doctors. BMJ Open 9(9): e028275.",10.1136/bmjopen-2018-028275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6731950/,Hospital doctors' burnout interventions in Ireland,Effective line management for the sick doctor,"Training for clinical supervisors on supporting doctors through help-seeking, recovery, and return-to-work processes."
"Ladak LA, Walker D, Haw J, Aiken J, Carr T, Howell D, Sidani S, Bai YQ, Wickham ME, Grunau B, Rowe BH, Ho K (2024) The lived experience of long COVID: A qualitative study of mental health, quality of life, and coping. PLoS ONE 19(1): e0292630.",10.1371/journal.pone.0292630,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292630,Long COVID patients' mental health and coping experiences,The Emotional Landscape of Long COVID,"Participants experienced declining emotional health tied to lingering, unpredictable physical and mental health symptoms."
"Ladak LA, Walker D, Haw J, Aiken J, Carr T, Howell D, Sidani S, Bai YQ, Wickham ME, Grunau B, Rowe BH, Ho K (2024) The lived experience of long COVID: A qualitative study of mental health, quality of life, and coping. PLoS ONE 19(1): e0292630.",10.1371/journal.pone.0292630,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292630,Long COVID patients' mental health and coping experiences,New Limits to Daily Functioning,"Physical and cognitive symptoms made it difficult to complete daily activities and routines practiced prior to infection."
"Ladak LA, Walker D, Haw J, Aiken J, Carr T, Howell D, Sidani S, Bai YQ, Wickham ME, Grunau B, Rowe BH, Ho K (2024) The lived experience of long COVID: A qualitative study of mental health, quality of life, and coping. PLoS ONE 19(1): e0292630.",10.1371/journal.pone.0292630,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292630,Long COVID patients' mental health and coping experiences,Grief and Loss of Former Identity,"Participants grieved their former self and experienced loss of work, relationships, hobbies, and other identity elements."
"Ladak LA, Walker D, Haw J, Aiken J, Carr T, Howell D, Sidani S, Bai YQ, Wickham ME, Grunau B, Rowe BH, Ho K (2024) The lived experience of long COVID: A qualitative study of mental health, quality of life, and coping. PLoS ONE 19(1): e0292630.",10.1371/journal.pone.0292630,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292630,Long COVID patients' mental health and coping experiences,Long COVID-related Stigmatization,"Diverse experiences with stigma from others and self-stigma, manifested as negative beliefs about long COVID's existence and recovery pace."
"Ladak LA, Walker D, Haw J, Aiken J, Carr T, Howell D, Sidani S, Bai YQ, Wickham ME, Grunau B, Rowe BH, Ho K (2024) The lived experience of long COVID: A qualitative study of mental health, quality of life, and coping. PLoS ONE 19(1): e0292630.",10.1371/journal.pone.0292630,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292630,Long COVID patients' mental health and coping experiences,Learning to Cope with Persisting Symptoms,"Individuals employed informal coping mechanisms including mindset changes, physical exercise, meditation, and peer support networks."
"Ofoegbu NE, Boreham K, Preda A, Bailey C, Trusz SG, Cary M, Gorfine G, Cabot-Barnes E, Williams J, Henderson C (2025) Kids have really no way to access support, especially without their parents knowing: a qualitative study of access to mental health support among adolescents. BMC Public Health 25: 1857.",10.1186/s12889-025-22085-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12443008/,Adolescents' access to mental health support barriers,Perceived inability to understand and/or help,"Reluctance to seek help for mental health concerns because of doubt that potential helpers--including school adults, parents/guardians, and health professionals--would be able to understand their experiences and help them."
"Ofoegbu NE, Boreham K, Preda A, Bailey C, Trusz SG, Cary M, Gorfine G, Cabot-Barnes E, Williams J, Henderson C (2025) Kids have really no way to access support, especially without their parents knowing: a qualitative study of access to mental health support among adolescents. BMC Public Health 25: 1857.",10.1186/s12889-025-22085-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12443008/,Adolescents' access to mental health support barriers,Discomfort disclosing concerns,"Feelings of discomfort, uncertainty, and embarrassment about initially disclosing mental health concerns with a potential helper."
"Ofoegbu NE, Boreham K, Preda A, Bailey C, Trusz SG, Cary M, Gorfine G, Cabot-Barnes E, Williams J, Henderson C (2025) Kids have really no way to access support, especially without their parents knowing: a qualitative study of access to mental health support among adolescents. BMC Public Health 25: 1857.",10.1186/s12889-025-22085-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12443008/,Adolescents' access to mental health support barriers,Privacy and confidentiality concerns,"Hesitance or inability to seek help for mental health concerns because of not wanting parents or peers to find out, particularly in relation to help seeking from adults at school."
"Ofoegbu NE, Boreham K, Preda A, Bailey C, Trusz SG, Cary M, Gorfine G, Cabot-Barnes E, Williams J, Henderson C (2025) Kids have really no way to access support, especially without their parents knowing: a qualitative study of access to mental health support among adolescents. BMC Public Health 25: 1857.",10.1186/s12889-025-22085-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12443008/,Adolescents' access to mental health support barriers,Capacity to access formal support,"Capacity to access formal help from mental health professionals and services in terms of tangible administrative and logistical factors (wait lists, transportation, costs, scheduling) and knowledge of services and resources."
"Hall NE, Aguilar-Lozano JJ, White LA, Hebert MR (2025) Contributors to positive mental health among youth: a qualitative study in British Columbia, Canada. BMC Public Health 25: 1612.",10.1186/s12889-025-22821-4,https://pmc.ncbi.nlm.nih.gov/articles/PMC12304415/,Youth contributors to positive mental health in Canada,Youth perspectives on mental health as shaped by broader social discourses,"Captures how participants articulated varying perspectives about factors shaping mental health, ranging from ideas foregrounding personal responsibility to those underscoring the influence of social and political contexts."
"Hall NE, Aguilar-Lozano JJ, White LA, Hebert MR (2025) Contributors to positive mental health among youth: a qualitative study in British Columbia, Canada. BMC Public Health 25: 1612.",10.1186/s12889-025-22821-4,https://pmc.ncbi.nlm.nih.gov/articles/PMC12304415/,Youth contributors to positive mental health in Canada,Cultivating belonging,"Emphasizes the crucial role of community and belonging in enhancing capacity and promoting mental, emotional, physical, and spiritual wellbeing, including the value of friendships, familial relationships, and access to communal spaces."
"Hall NE, Aguilar-Lozano JJ, White LA, Hebert MR (2025) Contributors to positive mental health among youth: a qualitative study in British Columbia, Canada. BMC Public Health 25: 1612.",10.1186/s12889-025-22821-4,https://pmc.ncbi.nlm.nih.gov/articles/PMC12304415/,Youth contributors to positive mental health in Canada,Creating meaning--speaking up and giving back,"Reflects how participants demonstrated awareness of inequities and sought to fill gaps through advocacy and volunteering, finding that actions directed towards the welfare of others could simultaneously promote personal wellbeing."
"Solberg A, Dahl BM, Gilbride V, Hynes P, Haaland-Overby M (2023) Opening up a well of emotions: A qualitative study of men's emotional experiences in the transition to fatherhood. Nursing Open 10(3): 1482-1492.",10.1002/nop2.1482,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006604/,Fathers' emotional experiences during transition to fatherhood,From self-focus to family perspective,"Fathers described how having a child made them view life differently and changed what they considered to be important in life, alongside a sense of grief and loss of identity and the development of family love."
"Solberg A, Dahl BM, Gilbride V, Hynes P, Haaland-Overby M (2023) Opening up a well of emotions: A qualitative study of men's emotional experiences in the transition to fatherhood. Nursing Open 10(3): 1482-1492.",10.1002/nop2.1482,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006604/,Fathers' emotional experiences during transition to fatherhood,Emotional vulnerability,"Fathers experienced great emotional strain, feeling more sensitive and vulnerable, with increased anxiety and fear. Many felt excluded and constrained by the strong bond between the mother and child."
"Solberg A, Dahl BM, Gilbride V, Hynes P, Haaland-Overby M (2023) Opening up a well of emotions: A qualitative study of men's emotional experiences in the transition to fatherhood. Nursing Open 10(3): 1482-1492.",10.1002/nop2.1482,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006604/,Fathers' emotional experiences during transition to fatherhood,From insecurity to self-assurance,"The father-child bond intensified as the child got older and developed the ability to engage more directly. Paternity leave was positive and a turning point in fathers' relationship with their child and self-confidence as a caregiver."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Praise and Validation,"Mothers valued being affirmed by health professionals that they were doing things correctly and that having questions was normal."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Criticism and Undermining,"Mothers reported negative feedback that made them feel judged, describing experiences where professionals' comments or body language left them feeling like a little kid that had been told off."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Made to Feel Powerless,"Some mothers experienced professionals acting as though they had power over the mother's and baby's bodies that the mother had no right to challenge, including procedures without informed consent."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Is this normal?,"Mothers frequently asked professionals whether aspects of their health or baby's condition were normal and valued ready access to professionals who could answer their questions."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Need for Proactive Information,"Mothers wanted health professionals to provide information in advance about key postnatal problems and typical scenarios for mother and baby, including crying, sleep and feeding."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Confusion about Postnatal Care,"Mothers lacked clear orientation to hospital wards and community services, not understanding what to do in this unfamiliar situation or how to access support."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Treated as an Individual and Heard,"Some mothers received personalised and responsive postnatal care which made them feel liked, valued and cared about through attentive listening."
"Hadfield H, Wittkowski A (2021) Women's Experiences of Seeking and Receiving Psychological Support Following First-Time Childbirth. Journal of Advanced Nursing 77(8): 3453-3465.",10.1111/jan.14918,https://pmc.ncbi.nlm.nih.gov/articles/PMC8396053/,First-time mothers' postnatal social support experiences,Impersonal Care and Being Ignored,"Many mothers experienced inattentive, functional care, particularly on busy postnatal wards where concerns were dismissed."
"Aslam T, Saeed H, Shaukat S, Khan S, Hassan M, Mehdi SM (2023) Chronic Illness Patients' Perceptions of Quality of Care During Hospitalization: A Qualitative Study. Cureus 15(1): e33432.",10.7759/cureus.33432,https://pmc.ncbi.nlm.nih.gov/articles/PMC9834415/,Chronic illness patients' perceptions of quality of care,Defining Quality of Care,"Participants interpreted this term differently based on experiences, associating it mostly with healthcare providers."
"Aslam T, Saeed H, Shaukat S, Khan S, Hassan M, Mehdi SM (2023) Chronic Illness Patients' Perceptions of Quality of Care During Hospitalization: A Qualitative Study. Cureus 15(1): e33432.",10.7759/cureus.33432,https://pmc.ncbi.nlm.nih.gov/articles/PMC9834415/,Chronic illness patients' perceptions of quality of care,Aspects Related to Healthcare Providers,"Participants prioritized attitudes, skills, and competencies, with subthemes covering attitudes/skills, communication concerns, and insufficient advice."
"Aslam T, Saeed H, Shaukat S, Khan S, Hassan M, Mehdi SM (2023) Chronic Illness Patients' Perceptions of Quality of Care During Hospitalization: A Qualitative Study. Cureus 15(1): e33432.",10.7759/cureus.33432,https://pmc.ncbi.nlm.nih.gov/articles/PMC9834415/,Chronic illness patients' perceptions of quality of care,Unmet Care Needs,"Conceptualized as the difference between the necessary services to be provided and the actual services received, focusing on continuity and coordination gaps."
"Aslam T, Saeed H, Shaukat S, Khan S, Hassan M, Mehdi SM (2023) Chronic Illness Patients' Perceptions of Quality of Care During Hospitalization: A Qualitative Study. Cureus 15(1): e33432.",10.7759/cureus.33432,https://pmc.ncbi.nlm.nih.gov/articles/PMC9834415/,Chronic illness patients' perceptions of quality of care,Patients' Involvement in Healthcare Decisions,"Explored patient participation as an equal partner in treatment planning and healthcare choices."
"Aslam T, Saeed H, Shaukat S, Khan S, Hassan M, Mehdi SM (2023) Chronic Illness Patients' Perceptions of Quality of Care During Hospitalization: A Qualitative Study. Cureus 15(1): e33432.",10.7759/cureus.33432,https://pmc.ncbi.nlm.nih.gov/articles/PMC9834415/,Chronic illness patients' perceptions of quality of care,Care Expectations and Outcomes,"Addressed participant expectations about healthcare quality and their satisfaction levels when needs were met."
"Cullen B, Pownall J, Cummings J, Baylan S, Broomfield N, Haig C, Kersel D, Murray H, Evans JJ (2020) Building Wellbeing in People With Chronic Conditions: A Qualitative Evaluation of an 8-Week Positive Psychotherapy Intervention for People Living With an Acquired Brain Injury. Frontiers in Psychology 11: 66.",10.3389/fpsyg.2020.00066,https://pmc.ncbi.nlm.nih.gov/articles/PMC7006056/,Positive psychotherapy for acquired brain injury,Empowerment,"Captures an overall sense of empowerment experienced by both mentors and participants through enhanced confidence, achievement, and transformation."
"Cullen B, Pownall J, Cummings J, Baylan S, Broomfield N, Haig C, Kersel D, Murray H, Evans JJ (2020) Building Wellbeing in People With Chronic Conditions: A Qualitative Evaluation of an 8-Week Positive Psychotherapy Intervention for People Living With an Acquired Brain Injury. Frontiers in Psychology 11: 66.",10.3389/fpsyg.2020.00066,https://pmc.ncbi.nlm.nih.gov/articles/PMC7006056/,Positive psychotherapy for acquired brain injury,Social Opportunity,"Involved participants' sense of better understanding of the self, relatedness with others within the group context."
"Cullen B, Pownall J, Cummings J, Baylan S, Broomfield N, Haig C, Kersel D, Murray H, Evans JJ (2020) Building Wellbeing in People With Chronic Conditions: A Qualitative Evaluation of an 8-Week Positive Psychotherapy Intervention for People Living With an Acquired Brain Injury. Frontiers in Psychology 11: 66.",10.3389/fpsyg.2020.00066,https://pmc.ncbi.nlm.nih.gov/articles/PMC7006056/,Positive psychotherapy for acquired brain injury,Coping,"Encompassed positive reframing and mobilization of character strengths as adaptive strategies."
"Cullen B, Pownall J, Cummings J, Baylan S, Broomfield N, Haig C, Kersel D, Murray H, Evans JJ (2020) Building Wellbeing in People With Chronic Conditions: A Qualitative Evaluation of an 8-Week Positive Psychotherapy Intervention for People Living With an Acquired Brain Injury. Frontiers in Psychology 11: 66.",10.3389/fpsyg.2020.00066,https://pmc.ncbi.nlm.nih.gov/articles/PMC7006056/,Positive psychotherapy for acquired brain injury,Cultivating Positive Emotion,"Described how positive emotions were cultivated when experiencing empowerment, social opportunity, coping and consolidation of skills."
"Cullen B, Pownall J, Cummings J, Baylan S, Broomfield N, Haig C, Kersel D, Murray H, Evans JJ (2020) Building Wellbeing in People With Chronic Conditions: A Qualitative Evaluation of an 8-Week Positive Psychotherapy Intervention for People Living With an Acquired Brain Injury. Frontiers in Psychology 11: 66.",10.3389/fpsyg.2020.00066,https://pmc.ncbi.nlm.nih.gov/articles/PMC7006056/,Positive psychotherapy for acquired brain injury,Barriers,"Captured challenges including stage in recovery and accessibility and location difficulties."
"Bahrami M, Dehdashti A, Karami M, Zamani-Alavijeh F (2020) Exploring the challenges of professional identity formation in clinical education environment: A qualitative study. Journal of Education and Health Promotion 9: 54.",10.4103/jehp.jehp_557_19,https://pmc.ncbi.nlm.nih.gov/articles/PMC6946943/,Professional identity formation challenges in clinical education,Instability of Professional Commitment,"Challenges where weakness in awareness and compliance with the professionalism principles were determined as a basic reason of destabilization of professional identity, including ignorance towards excellence, lack of accountability, lack of integrity, and disrespectful relationships."
"Bahrami M, Dehdashti A, Karami M, Zamani-Alavijeh F (2020) Exploring the challenges of professional identity formation in clinical education environment: A qualitative study. Journal of Education and Health Promotion 9: 54.",10.4103/jehp.jehp_557_19,https://pmc.ncbi.nlm.nih.gov/articles/PMC6946943/,Professional identity formation challenges in clinical education,Patient-Centeredness as Missing Loop Care,"Characterized by inappropriate approaches to patient interactions and rights, including inappropriate relationship with the patient and ignorance of patient's rights regarding financial status, mental state, education needs, and life conditions."
"Bahrami M, Dehdashti A, Karami M, Zamani-Alavijeh F (2020) Exploring the challenges of professional identity formation in clinical education environment: A qualitative study. Journal of Education and Health Promotion 9: 54.",10.4103/jehp.jehp_557_19,https://pmc.ncbi.nlm.nih.gov/articles/PMC6946943/,Professional identity formation challenges in clinical education,Inappropriate Conductive Context,"Described systemic barriers within educational environments, including weakness in the system's infrastructure and lack of different role models on principles of professional behavior."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Social Connections,"Connect with friends and family and Communities--social media enables students to maintain relationships and find supportive communities, decreasing anxiety."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Positive Experiences Associated With Social Media Usage,"Positive validation and Positive content--receiving affirming interactions and consuming uplifting material decreases anxiety."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Escapism,"Distraction and Relief--social media provides a means to temporarily escape from stressful circumstances, decreasing anxiety."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Comparison,"Comparison of life and Comparison of body type--evaluating oneself against others' curated content increases anxiety."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,FOMO,"The fear of missing out--perception of missing experiences others are having, leading to increased anxiety."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Procrastination,"Students engaging in social media while postponing academic or daily tasks, increasing anxiety about unfinished work."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Stress,"Feeling overwhelmed and Overthinking interactions--social media creates additional sources of stress that increase anxiety."
"Sherlock A, Sherlock K, Turner J, Sherlock-Brown H, Sherlock Z (2023) Exploring the Impact of Social Media on Anxiety Among University Students in the United Kingdom: Qualitative Study. JMIR Formative Research 7: e43253.",10.2196/43253,https://pmc.ncbi.nlm.nih.gov/articles/PMC10337317/,Social media's impact on anxiety in UK university students,Negative Experiences,"Disturbing and harmful content, Cyberbullying, and Judgment by others--negative interactions on social media increase anxiety."
"Igarashi H, Kurth M, Lee H, Choun S (2022) Process of inner change in advanced age: a qualitative study of older adults in their early 90s. BMC Geriatrics 22: 967.",10.1186/s12877-022-03649-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC9733006/,Inner change process in adults in their early 90s,Reality of aging,"Participants faced irreversible aging effects, including physical/cognitive decline, regret over unachieved goals, loneliness from loss of social networks, and feeling tired of life."
"Igarashi H, Kurth M, Lee H, Choun S (2022) Process of inner change in advanced age: a qualitative study of older adults in their early 90s. BMC Geriatrics 22: 967.",10.1186/s12877-022-03649-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC9733006/,Inner change process in adults in their early 90s,Seeking emptiness of the mind,"Older adults attempted to separate themselves from negative thoughts by eliminating distractions and following daily routines, seeking inner peace through mental detachment."
"Igarashi H, Kurth M, Lee H, Choun S (2022) Process of inner change in advanced age: a qualitative study of older adults in their early 90s. BMC Geriatrics 22: 967.",10.1186/s12877-022-03649-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC9733006/,Inner change process in adults in their early 90s,Still moving on,"Participants accepted death as natural, adopted a new mindset focused on gratitude, concentrated on remaining abilities, and desired to remain socially useful to others."
"Bing-Jonsson PC, Slind GK, Olsen RM (2023) Transition of care from hospital to home for older people with chronic diseases: a qualitative study of older patients' and health care providers' perspectives. BMC Health Services Research 23: 509.",10.1186/s12913-023-09500-w,https://pmc.ncbi.nlm.nih.gov/articles/PMC10174044/,Hospital-to-home care transition for older adults with chronic diseases,Attitude and attributes,"Personal characteristics and mindsets that serve as both facilitators and barriers to care transitions for older adults."
"Bing-Jonsson PC, Slind GK, Olsen RM (2023) Transition of care from hospital to home for older people with chronic diseases: a qualitative study of older patients' and health care providers' perspectives. BMC Health Services Research 23: 509.",10.1186/s12913-023-09500-w,https://pmc.ncbi.nlm.nih.gov/articles/PMC10174044/,Hospital-to-home care transition for older adults with chronic diseases,Better interpersonal relationships and communication between HCPs and patients,"The importance of maintaining trusting relationships and clear communication to support successful transitions."
"Bing-Jonsson PC, Slind GK, Olsen RM (2023) Transition of care from hospital to home for older people with chronic diseases: a qualitative study of older patients' and health care providers' perspectives. BMC Health Services Research 23: 509.",10.1186/s12913-023-09500-w,https://pmc.ncbi.nlm.nih.gov/articles/PMC10174044/,Hospital-to-home care transition for older adults with chronic diseases,Improved Coordination of Healthcare Services Is Needed,"The necessity for better coordination among care providers across different healthcare facilities and settings."
"Bing-Jonsson PC, Slind GK, Olsen RM (2023) Transition of care from hospital to home for older people with chronic diseases: a qualitative study of older patients' and health care providers' perspectives. BMC Health Services Research 23: 509.",10.1186/s12913-023-09500-w,https://pmc.ncbi.nlm.nih.gov/articles/PMC10174044/,Hospital-to-home care transition for older adults with chronic diseases,Availability of resources and accessibility of services,"The presence of adequate medical resources and accessible follow-up care services after hospital discharge."
"Bing-Jonsson PC, Slind GK, Olsen RM (2023) Transition of care from hospital to home for older people with chronic diseases: a qualitative study of older patients' and health care providers' perspectives. BMC Health Services Research 23: 509.",10.1186/s12913-023-09500-w,https://pmc.ncbi.nlm.nih.gov/articles/PMC10174044/,Hospital-to-home care transition for older adults with chronic diseases,Policy and environment fit,"The alignment between healthcare policies and the cultural and operational environment where transitional care is implemented."
"Titlestad KB, Lindeman SK, Lund H, Dyregrov K (2020) How Do Drug-Death-Bereaved Parents Adjust to Life Without the Deceased? A Qualitative Study. Omega--Journal of Death and Dying 84(1): 283-303.",10.1177/0030222820923168,https://pmc.ncbi.nlm.nih.gov/articles/PMC7418270/,Drug-death-bereaved parents' adjustment to life,Processing Grief Emotions,"Connected to ruminating about guilt, reflections on blaming others, and adaptation to external triggers as parents work through their emotional response to loss."
